"GOV","Level of government","TAX","Revenue category","YEA","Year","Value","Flag Codes","Flags"
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2016","2016",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2017","2017",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2018","2018",227005,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2019","2019",354581,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2020","2020",353517,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2021","2021",445528,,
"FED","Federal or Central government","NTR_C_L01_SLE","Treasury Single Account","2018","2018",227005,,
"FED","Federal or Central government","NTR_C_L01_SLE","Treasury Single Account","2019","2019",354581,,
"FED","Federal or Central government","NTR_C_L01_SLE","Treasury Single Account","2020","2020",353517,,
"FED","Federal or Central government","NTR_C_L01_SLE","Treasury Single Account","2021","2021",445528,,
"NES","Total","NTR_C_L01_SLE","Treasury Single Account","2018","2018",227005,,
"NES","Total","NTR_C_L01_SLE","Treasury Single Account","2019","2019",354581,,
"NES","Total","NTR_C_L01_SLE","Treasury Single Account","2020","2020",353517,,
"NES","Total","NTR_C_L01_SLE","Treasury Single Account","2021","2021",445528,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2001","2001",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2002","2002",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2003","2003",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2004","2004",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2005","2005",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2006","2006",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2007","2007",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2008","2008",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2009","2009",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2010","2010",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2011","2011",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2012","2012",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2013","2013",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2014","2014",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2015","2015",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2016","2016",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2017","2017",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2018","2018",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2019","2019",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2020","2020",0,,
"FED","Federal or Central government","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2021","2021",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2001","2001",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2002","2002",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2003","2003",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2004","2004",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2005","2005",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2006","2006",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2007","2007",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2008","2008",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2009","2009",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2010","2010",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2011","2011",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2012","2012",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2013","2013",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2014","2014",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2015","2015",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2016","2016",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2017","2017",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2018","2018",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2019","2019",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2020","2020",0,,
"NES","Total","NTR_D","Non-tax revenue: Fines, penalties and forfeits","2021","2021",0,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2001","2001",5049,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2002","2002",3952,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2003","2003",4168,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2004","2004",7893,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2005","2005",25757,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2006","2006",20463,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2007","2007",25541,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2008","2008",33865,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2009","2009",40278,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2010","2010",48981,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2011","2011",66922,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2012","2012",79309,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2013","2013",99192,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2014","2014",75223,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2015","2015",68172,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2016","2016",88949,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2017","2017",162415,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2018","2018",338718,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2019","2019",394194,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2020","2020",415997,,
"FED","Federal or Central government","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2021","2021",674397,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2001","2001",5049,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2002","2002",3952,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2003","2003",4168,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2004","2004",7893,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2005","2005",25757,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2006","2006",20463,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2007","2007",25541,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2008","2008",33865,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2009","2009",40278,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2010","2010",48981,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2011","2011",66922,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2012","2012",79309,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2013","2013",99192,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2014","2014",75223,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2015","2015",68172,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2016","2016",88949,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2017","2017",162415,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2018","2018",338718,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2019","2019",394194,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2020","2020",415997,,
"NES","Total","NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","2021","2021",674397,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2001","2001",8909,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2002","2002",8293,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2003","2003",9851,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2004","2004",20844,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2005","2005",41626,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2006","2006",39246,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2007","2007",47963,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2008","2008",57255,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2009","2009",69185,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2010","2010",83455,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2011","2011",284848,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2012","2012",315508,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2013","2013",349786,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2014","2014",293233,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2015","2015",194822,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2016","2016",299117,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2017","2017",392061,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2018","2018",883415,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2019","2019",1090200,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2020","2020",1123648,,
"FED","Federal or Central government","TOTALNTNG","Total non-tax revenue excluding grants","2021","2021",1723729,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2001","2001",8909,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2002","2002",8293,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2003","2003",9851,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2004","2004",20844,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2005","2005",41626,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2006","2006",39246,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2007","2007",47963,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2008","2008",57255,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2009","2009",69185,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2010","2010",83455,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2011","2011",284848,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2012","2012",315508,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2013","2013",349786,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2014","2014",293233,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2015","2015",194822,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2016","2016",299117,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2017","2017",392061,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2018","2018",883415,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2019","2019",1090200,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2020","2020",1123648,,
"NES","Total","TOTALNTNG","Total non-tax revenue excluding grants","2021","2021",1723729,,
"FED","Federal or Central government","TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","2001","2001",207670,,
"FED","Federal or Central government","TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","2002","2002",238688,,
"FED","Federal or Central government","TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","2003","2003",287658,,
"FED","Federal or Central government","TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","2004","2004",356967,,
"FED","Federal or Central government","TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","2005","2005",415983,,
"FED","Federal or Central government","TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","2006","2006",495643,,
"FED","Federal or Central government","TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","2007","2007",536864,,
"FED","Federal or Central government","TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","2008","2008",662131,,
"FED","Federal or Central government","TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","2009","2009",750209,,
